"id","nama_toko","id_toko","alamat","kontak","titik_lokasi","",""
"8189","Outlet Oehaunu","8189025","Oehaunu, Nusa Tenggara Timur","025","-10.0569,124.1295","",""
"8190","Outlet Sonraen","81900811","Sonraen, Nusa Tenggara Timur","0811","-10.2862,123.8456","",""
"8191","Outlet Baun","81910472","Baun, Nusa Tenggara Timur","0472","-10.2939,123.7251","",""
"8192","Outlet Oematnunu","81920375","Oematnunu, Nusa Tenggara Timur","0375","-10.2931,123.5382","",""
"8193","Outlet Oemofa","8193033","Oemofa, Nusa Tenggara Timur","033","-10.0879,124.1149","",""
"8194","Outlet Kaem","81940666","Kaem, Nusa Tenggara Timur","0666","-9.7732,123.8661","",""
"8195","Outlet Tasikona","81950626","Tasikona, Nusa Tenggara Timur","0626","-10.3568,123.6207","",""
"8196","Outlet Fuan","81960446","Fuan, Nusa Tenggara Timur","0446","-10.2079,123.7745","",""
"8197","Outlet Hueknutu","81970762","Hueknutu, Nusa Tenggara Timur","0762","-9.8576,124.0216","",""
"8198","Outlet Oeri’u","81980969","Oeri’u, Nusa Tenggara Timur","0969","-10.31,123.6998","",""
"8199","Outlet Mekon","81990851","Mekon, Nusa Tenggara Timur","0851","-10.1633,123.688","",""
"8200","Outlet Potibaun","82000921","Potibaun, Nusa Tenggara Timur","0921","-10.2759,123.7394","",""
"8201","Outlet Taen Tengah","82010128","Taen Tengah, Nusa Tenggara Timur","0128","-9.6406,123.6832","",""
"8202","Outlet Buraen","82020094","Buraen, Nusa Tenggara Timur","0094","-10.2859,123.8578","",""
"8203","Outlet Kuanfeu","8203078","Kuanfeu, Nusa Tenggara Timur","078","-10.2272,123.5266","",""
"8204","Outlet Klamik","82040619","Klamik, Nusa Tenggara Timur","0619","-10.3201,123.4942","",""
"8205","Outlet Naifalo","82050568","Naifalo, Nusa Tenggara Timur","0568","-9.9755,123.8731","",""
"8206","Outlet Kolomanu","82060667","Kolomanu, Nusa Tenggara Timur","0667","-10.2413,123.699","",""
"8207","Outlet Piaklain","82070817","Piaklain, Nusa Tenggara Timur","0817","-10.2117,123.3839","",""
"8208","Outlet Oeteta","82080337","Oeteta, Nusa Tenggara Timur","0337","-10.0126,123.7561","",""
"8209","Outlet Kairane","82090913","Kairane, Nusa Tenggara Timur","0913","-10.1557,123.9442","",""
"8210","Outlet Oenaek","82100442","Oenaek, Nusa Tenggara Timur","0442","-10.0348,123.9228","",""
"8211","Outlet Uitao","8211046","Uitao, Nusa Tenggara Timur","046","-10.1907,123.4073","",""
"8212","Outlet Batuna Satu","82120744","Batuna Satu, Nusa Tenggara Timur","0744","-10.2551,123.7755","",""
"8213","Outlet Nis’oni","82130638","Nis’oni, Nusa Tenggara Timur","0638","-10.1399,123.8458","",""
"8214","Outlet Uitiuhtuan","82140847","Uitiuhtuan, Nusa Tenggara Timur","0847","-10.2834,123.3177","",""
"8215","Outlet Oenesu","82150196","Oenesu, Nusa Tenggara Timur","0196","-10.2624,123.5682","",""
"8216","Outlet Tanenofunan","8216064","Tanenofunan, Nusa Tenggara Timur","064","-10.2701,123.6745","",""
"8217","Outlet Sepedale","82170857","Sepedale, Nusa Tenggara Timur","0857","-10.2892,123.395","",""
"8218","Outlet Oenuntono","82180881","Oenuntono, Nusa Tenggara Timur","0881","-10.0924,124.0693","",""
"8219","Outlet Habo","82190597","Habo, Nusa Tenggara Timur","0597","-10.311,123.8371","",""
"8220","Outlet Tunmunih","82200227","Tunmunih, Nusa Tenggara Timur","0227","-10.047,123.9833","",""
"8221","Outlet Naikolan","82210975","Naikolan, Nusa Tenggara Timur","0975","-10.0516,123.9209","",""
"8222","Outlet Hauhena","8222013","Hauhena, Nusa Tenggara Timur","013","-10.2322,123.9182","",""
"8223","Outlet Bikoen","82230333","Bikoen, Nusa Tenggara Timur","0333","-10.1156,124.1871","",""
"8224","Outlet Bolok","82240209","Bolok, Nusa Tenggara Timur","0209","-10.225,123.5186","",""
"8225","Outlet Pitai","82250012","Pitai, Nusa Tenggara Timur","0012","-10.0108,123.6442","",""
"8226","Outlet Banupo","82260736","Banupo, Nusa Tenggara Timur","0736","-10.1445,123.7787","",""
"8227","Outlet Lelogama","82270745","Lelogama, Nusa Tenggara Timur","0745","-9.7114,123.954","",""
"8228","Outlet Tuanak","82280987","Tuanak, Nusa Tenggara Timur","0987","-10.3081,123.5119","",""
"8229","Outlet Oehani","82290689","Oehani, Nusa Tenggara Timur","0689","-10.2314,123.7095","",""
"8230","Outlet Merdeka","82300625","Merdeka, Nusa Tenggara Timur","0625","-10.1067,123.7793","",""
"8231","Outlet Naibonat","82310549","Naibonat, Nusa Tenggara Timur","0549","-10.1033,123.8257","",""
"8232","Outlet Camplong","82320254","Camplong, Nusa Tenggara Timur","0254","-10.0376,123.9234","",""
"8233","Outlet Buka","82330224","Buka, Nusa Tenggara Timur","0224","-10.2105,123.9349","",""
"8234","Outlet Kiupakas","82340491","Kiupakas, Nusa Tenggara Timur","0491","-10.274,123.6583","",""
"8235","Outlet Kasmabaki","82350966","Kasmabaki, Nusa Tenggara Timur","0966","-9.67,123.6839","",""
"8236","Outlet Oelbiteno","82360838","Oelbiteno, Nusa Tenggara Timur","0838","-9.9251,123.8427","",""
"8237","Outlet Oeltua","82370906","Oeltua, Nusa Tenggara Timur","0906","-10.2139,123.6763","",""
"8238","Outlet Oelbanu","82380097","Oelbanu, Nusa Tenggara Timur","0097","-9.7057,123.8993","",""
"8239","Outlet Bokong Timur","82390927","Bokong Timur, Nusa Tenggara Timur","0927","-9.9727,124.0611","",""
"8240","Outlet Aeka","82400826","Aeka, Nusa Tenggara Timur","0826","-10.0874,124.1618","",""
"8241","Outlet Sumlili","8241032","Sumlili, Nusa Tenggara Timur","032","-10.3007,123.5473","",""
"8242","Outlet Kiuteta","82420693","Kiuteta, Nusa Tenggara Timur","0693","-10.1276,123.7112","",""
"8243","Outlet Ponain","82430807","Ponain, Nusa Tenggara Timur","0807","-10.2075,123.8523","",""
"8244","Outlet Takari","82440361","Takari, Nusa Tenggara Timur","0361","-9.9727,124.0469","",""
"8245","Outlet Oebelo","82450184","Oebelo, Nusa Tenggara Timur","0184","-10.1098,123.7534","",""
"8246","Outlet Siumate","82460009","Siumate, Nusa Tenggara Timur","0009","-9.8415,123.6933","",""
"8247","Outlet Mukifeto","82470099","Mukifeto, Nusa Tenggara Timur","0099","-10.3157,123.6204","",""
"8248","Outlet Pukdale","82480105","Pukdale, Nusa Tenggara Timur","0105","-10.1201,123.8319","",""
"8249","Outlet Oenenas","82490816","Oenenas, Nusa Tenggara Timur","0816","-9.6764,124.0118","",""
"8250","Outlet Oepula","82500379","Oepula, Nusa Tenggara Timur","0379","-9.7986,124.0157","",""
"8251","Outlet Kusbese","82510164","Kusbese, Nusa Tenggara Timur","0164","-9.9479,124.0005","",""
"8252","Outlet Tuapukan","8252036","Tuapukan, Nusa Tenggara Timur","036","-10.1087,123.774","",""
"8253","Outlet Boitimu","82530796","Boitimu, Nusa Tenggara Timur","0796","-10.2264,124.0018","",""
"8254","Outlet Kiukasen","82540283","Kiukasen, Nusa Tenggara Timur","0283","-10.1331,123.906","",""
"8255","Outlet Nunkurus","82550112","Nunkurus, Nusa Tenggara Timur","0112","-10.0635,123.8268","",""
"8256","Outlet Tarus","82560263","Tarus, Nusa Tenggara Timur","0263","-10.1329,123.6878","",""
"8257","Outlet Oekabiti","82570665","Oekabiti, Nusa Tenggara Timur","0665","-10.2152,123.8253","",""
"8258","Outlet Fuskou","82580219","Fuskou, Nusa Tenggara Timur","0219","-10.2105,123.9968","",""
"8259","Outlet Nonpuah","82590543","Nonpuah, Nusa Tenggara Timur","0543","-10.2555,123.6679","",""
"8260","Outlet Tanbira","82600991","Tanbira, Nusa Tenggara Timur","0991","-10.2078,123.8852","",""
"8261","Outlet Bitobe","82610798","Bitobe, Nusa Tenggara Timur","0798","-9.6331,123.987","",""
"8262","Outlet Bieto","82620262","Bieto, Nusa Tenggara Timur","0262","-10.2892,123.7004","",""
"8263","Outlet Taimaman","82630938","Taimaman, Nusa Tenggara Timur","0938","-9.8076,123.9023","",""
"8264","Outlet Anoek","82640701","Anoek, Nusa Tenggara Timur","0701","-9.7172,123.9899","",""
"8265","Outlet Taklale","82650451","Taklale, Nusa Tenggara Timur","0451","-10.1073,123.7994","",""
"8266","Outlet Muke","82660946","Muke, Nusa Tenggara Timur","0946","-10.1212,124.0983","",""
"8267","Outlet Bonak","82670768","Bonak, Nusa Tenggara Timur","0768","-9.8949,123.8961","",""
"8268","Outlet Kampungbaru","82680109","Kampungbaru, Nusa Tenggara Timur","0109","-9.909,123.6493","",""
"8269","Outlet Oesain","82690512","Oesain, Nusa Tenggara Timur","0512","-10.353,123.7407","",""
"8270","Outlet Penfui","82700795","Penfui, Nusa Tenggara Timur","0795","-10.1766,123.6581","",""
"8271","Outlet Hausisi","82710217","Hausisi, Nusa Tenggara Timur","0217","-10.2359,123.8259","",""
"8272","Outlet Huilelot","82720037","Huilelot, Nusa Tenggara Timur","0037","-10.1897,123.4417","",""
"8273","Outlet Leloboko","82730451","Leloboko, Nusa Tenggara Timur","0451","-9.7008,123.9288","",""
"8274","Outlet Otan","82740943","Otan, Nusa Tenggara Timur","0943","-10.1732,123.3891","",""
"8275","Outlet Bijaenaka","82750583","Bijaenaka, Nusa Tenggara Timur","0583","-10.1479,123.7464","",""
"8276","Outlet Tuamese","82760356","Tuamese, Nusa Tenggara Timur","0356","-10.2455,123.8749","",""
"8277","Outlet Fatukanutu","82770137","Fatukanutu, Nusa Tenggara Timur","0137","-10.169,123.9003","",""
"8278","Outlet Lasiana","82780281","Lasiana, Nusa Tenggara Timur","0281","-10.1371,123.669","",""
"8279","Outlet Huelkail","82790037","Huelkail, Nusa Tenggara Timur","0037","-9.6239,124.0019","",""
"8280","Outlet Uiasa","82800934","Uiasa, Nusa Tenggara Timur","0934","-10.1542,123.4625","",""
"8281","Outlet Oibioin","82811","Oibioin, Nusa Tenggara Timur","1","-10.2167,123.8222","",""
"8282","Outlet Koblain","82820311","Koblain, Nusa Tenggara Timur","0311","-10.168,123.4767","",""
"8283","Outlet Nefoneut","82830099","Nefoneut, Nusa Tenggara Timur","0099","-9.7114,123.7971","",""
"8284","Outlet Oekuu","82840057","Oekuu, Nusa Tenggara Timur","0057","-10.327,123.7881","",""
"8285","Outlet Timon","82850166","Timon, Nusa Tenggara Timur","0166","-10.3172,123.6069","",""
"8286","Outlet Oekero","82860489","Oekero, Nusa Tenggara Timur","0489","-10.1557,124.0498","",""
"8287","Outlet Letkole","82870205","Letkole, Nusa Tenggara Timur","0205","-9.6853,123.8044","",""
"8288","Outlet Bipolo","82880967","Bipolo, Nusa Tenggara Timur","0967","-10.0191,123.8217","",""
"8289","Outlet Kuanheum","82890323","Kuanheum, Nusa Tenggara Timur","0323","-10.2403,123.5109","",""
"8290","Outlet Kuanheum","82900662","Kuanheum, Nusa Tenggara Timur","0662","-10.1733,123.8735","",""
"8291","Outlet Oelamasi","82910222","Oelamasi, Nusa Tenggara Timur","0222","-10.0642,123.8787","",""
"8292","Outlet Tuatuka","82920437","Tuatuka, Nusa Tenggara Timur","0437","-10.1551,123.836","",""
"8293","Outlet Ekateta","82930027","Ekateta, Nusa Tenggara Timur","0027","-9.9708,123.948","",""
"8294","Outlet Pariti","82940449","Pariti, Nusa Tenggara Timur","0449","-10.0148,123.7448","",""
"8295","Outlet Baumata","82950588","Baumata, Nusa Tenggara Timur","0588","-10.1983,123.6886","",""
"8296","Outlet Sungsang","82960516","Sungsang, Sumatera Selatan","0516","-2.3629,104.9038","",""
"8297","Outlet Baserah","82970517","Baserah, Riau","0517","-0.4462,101.7436","",""
"8298","Outlet Talangbetutu","82980324","Talangbetutu, Sumatera Selatan","0324","-2.8817,104.6939","",""
"8299","Outlet Sungaigerong","82990106","Sungaigerong, Sumatera Selatan","0106","-2.9817,104.8483","",""
"8300","Outlet Pangkalan Balai","83000906","Pangkalan Balai, Sumatera Selatan","0906","-2.8812,104.3943","",""
"8301","Outlet Lubuk Jambi","83010369","Lubuk Jambi, Riau","0369","-0.6517,101.4681","",""
"8302","Outlet Muara Lembu","83020153","Muara Lembu, Riau","0153","-0.3808,101.3395","",""
"8303","Outlet Teluk Kuantan","83030791","Teluk Kuantan, Riau","0791","-0.5283,101.581","",""
"8304","Outlet Tolitoli","83040876","Tolitoli, Sulawesi Tengah","0876","1.0392,120.8169","",""
"8305","Outlet Tinabogan","8305064","Tinabogan, Sulawesi Tengah","064","0.7823,120.5264","",""
"8306","Outlet Ogotua","83060541","Ogotua, Sulawesi Tengah","0541","0.9596,120.2642","",""
"8307","Outlet Cerenti","83070096","Cerenti, Riau","0096","-0.5086,101.8689","",""
"8308","Outlet Kota Binjai","83080572","Kota Binjai, Aceh","0572","5.0469,97.609","",""
"8309","Outlet Muara Soma","83090799","Muara Soma, Sumatera Utara","0799","0.6884,99.3619","",""
"8310","Outlet Rantau Panjang","83100408","Rantau Panjang, Aceh","0408","4.7271,97.7572","",""
"8311","Outlet Bagok","8311033","Bagok, Aceh","033","4.9471,97.6652","",""
"8312","Outlet Siabu","83120932","Siabu, Sumatera Utara","0932","1.0155,99.4945","",""
"8313","Outlet Peureulak","83130477","Peureulak, Aceh","0477","4.8098,97.8902","",""
"8314","Outlet Beusa Seberang","83140859","Beusa Seberang, Aceh","0859","4.8738,97.8571","",""
"8315","Outlet Bayeuen","83150326","Bayeuen, Aceh","0326","4.5902,97.9087","",""
"8316","Outlet Kotanopan","83160393","Kotanopan, Sumatera Utara","0393","0.6676,99.7091","",""
"8317","Outlet Natal","83170173","Natal, Sumatera Utara","0173","0.5632,99.1099","",""
"8318","Outlet Buket Teukuh","83180423","Buket Teukuh, Aceh","0423","4.8088,97.6589","",""
"8319","Outlet Panyambungan","83190963","Panyambungan, Sumatera Utara","0963","0.8651,99.5528","",""
"8320","Outlet Simpang Ulim","83200927","Simpang Ulim, Aceh","0927","5.1222,97.5623","",""
"8321","Outlet Langkahan","83210849","Langkahan, Aceh","0849","4.9408,97.4624","",""
"8322","Outlet Seuneubok Bayu","83220287","Seuneubok Bayu, Aceh","0287","4.8779,97.5748","",""
"8323","Outlet Idi Rayeuk","83230638","Idi Rayeuk, Aceh","0638","4.9304,97.7913","",""
"8324","Outlet Sungai Raya","83240341","Sungai Raya, Aceh","0341","4.7612,97.9117","",""
"8325","Outlet Penaron","8325076","Penaron, Aceh","076","4.6407,97.6842","",""
"8326","Outlet Idi Cut","83260503","Idi Cut, Aceh","0503","4.978,97.732","",""
"8327","Outlet Terentang","8327089","Terentang, Kalimantan Barat","089","-0.3823,109.621","",""
"8328","Outlet Batuampar","83280325","Batuampar, Kalimantan Barat","0325","-0.7385,109.5245","",""
"8329","Outlet Telukpakedai","83290847","Telukpakedai, Kalimantan Barat","0847","-0.2649,109.1207","",""
"8330","Outlet Padangtikar","83300078","Padangtikar, Kalimantan Barat","0078","-0.6913,109.2633","",""
"8331","Outlet Kubu","83310592","Kubu, Kalimantan Barat","0592","-0.4858,109.3551","",""
"8332","Outlet Sungaikakap","83320997","Sungaikakap, Kalimantan Barat","0997","-0.0519,109.2074","",""
"8333","Outlet Waghete","8333003","Waghete, Papua","003","-4.039,136.2749","",""
"8334","Outlet Simpang Teritit","83340205","Simpang Teritit, Aceh","0205","4.6971,96.8567","",""
"8335","Outlet Simpang Tiga Redelong","83350657","Simpang Tiga Redelong, Aceh","0657","4.7167,96.8667","",""
"8336","Outlet Tubei","83360798","Tubei, Bengkulu","0798","-3.1192,102.2","",""
"8337","Outlet Batumandi","83370526","Batumandi, Kalimantan Selatan","0526","-2.4218,115.4409","",""
"8338","Outlet Sungaiturak","83380612","Sungaiturak, Kalimantan Selatan","0612","-2.3535,115.3866","",""
"8339","Outlet Salakan","83390954","Salakan, Sulawesi Tengah","0954","-1.3085,123.2909","",""
"8340","Outlet Lampihung","8340002","Lampihung, Kalimantan Selatan","002","-2.3809,115.5277","",""
"8341","Outlet Juai","8341052","Juai, Kalimantan Selatan","052","-2.3044,115.5622","",""
"8342","Outlet Paringin","83420155","Paringin, Kalimantan Selatan","0155","-2.3357,115.4749","",""
"8343","Outlet Awayan","83430557","Awayan, Kalimantan Selatan","0557","-2.4622,115.6538","",""
"8344","Outlet Banggai","83440383","Banggai, Sulawesi Tengah","0383","-1.5887,123.4992","",""
"8345","Outlet Halong","83450497","Halong, Kalimantan Selatan","0497","-2.258,115.6511","",""
"8346","Outlet Mungkuruyam","83460454","Mungkuruyam, Kalimantan Selatan","0454","-2.2668,115.5759","",""
"8347","Outlet Putatbasiun","8347009","Putatbasiun, Kalimantan Selatan","009","-2.4206,115.5294","",""
"8348","Outlet Lasusua","83480912","Lasusua, Sulawesi Tenggara","0912","-3.5105,120.8844","",""
"8349","Outlet Binawara","8349099","Binawara, Kalimantan Selatan","099","-3.4853,115.7946","",""
"8350","Outlet Satui","83500685","Satui, Kalimantan Selatan","0685","-3.7818,115.4575","",""
"8351","Outlet Batulicin","83510301","Batulicin, Kalimantan Selatan","0301","-3.4202,116.0061","",""
"8352","Outlet Pagatan","83520137","Pagatan, Kalimantan Selatan","0137","-3.6075,115.9381","",""
"8353","Outlet Donggala","83530133","Donggala, Sulawesi Tengah","0133","-0.6723,119.7402","",""
"8354","Outlet Lais","83540505","Lais, Bengkulu","0505","-3.5294,102.0497","",""
"8355","Outlet Argamakmur","83550557","Argamakmur, Bengkulu","0557","-3.4232,102.1891","",""
"8356","Outlet Ketahun","83560731","Ketahun, Bengkulu","0731","-3.3897,101.8352","",""
"8357","Outlet Pelabuhan Dagang","83570311","Pelabuhan Dagang, Jambi","0311","-1.1463,103.0849","",""
"8358","Outlet Mambi","83580894","Mambi, Sulawesi Barat","0894","-2.9505,119.1747","",""
"8359","Outlet Kuala Tungkal","83590632","Kuala Tungkal, Jambi","0632","-0.8162,103.4611","",""
"8360","Outlet Mamasa","83600188","Mamasa, Sulawesi Barat","0188","-2.942,119.3776","",""
"8361","Outlet Siak Sri Indrapura","83610675","Siak Sri Indrapura, Riau","0675","0.7932,102.0511","",""
"8362","Outlet Pangkalan Kerinci","83620797","Pangkalan Kerinci, Riau","0797","0.3961,101.8572","",""
"8363","Outlet Teluk Pinang","83630074","Teluk Pinang, Riau","0074","-0.182,103.3589","",""
"8364","Outlet Enok","83640864","Enok, Riau","0864","-0.5149,103.1985","",""
"8365","Outlet Tembilahan","83650552","Tembilahan, Riau","0552","-0.3227,103.1603","",""
"8366","Outlet Khairiahmandah","83660314","Khairiahmandah, Riau","0314","0.0211,103.4976","",""
"8367","Outlet Sapat","83670762","Sapat, Riau","0762","-0.3235,103.3101","",""
"8368","Outlet Sungai Salak","83680847","Sungai Salak, Riau","0847","-0.4381,103.0075","",""
"8369","Outlet Pulau Kijang","83690716","Pulau Kijang, Riau","0716","-0.6868,103.1841","",""
"8370","Outlet Paya Dapur","83700863","Paya Dapur, Aceh","0863","3.2098,97.4177","",""
"8371","Outlet Terbangan","8371045","Terbangan, Aceh","045","3.2155,97.2716","",""
"8372","Outlet Bakungan","83720873","Bakungan, Aceh","0873","2.924,97.4831","",""
"8373","Outlet Seubadeh","83730958","Seubadeh, Aceh","0958","2.9022,97.5537","",""
"8374","Outlet Pulo Ie","83740414","Pulo Ie, Aceh","0414","3.2819,97.3555","",""
"8375","Outlet Mersak","83750406","Mersak, Aceh","0406","3.5142,97.3821","",""
"8376","Outlet Pulopaya","8376089","Pulopaya, Aceh","089","2.8735,97.6518","",""
"8377","Outlet Krueng Luak","83770165","Krueng Luak, Aceh","0165","2.8583,97.7578","",""
"8378","Outlet Meukek","83780463","Meukek, Aceh","0463","3.4761,97.0623","",""
"8379","Outlet Suak Bakung","83790106","Suak Bakung, Aceh","0106","3.0056,97.3646","",""
"8380","Outlet Samadua","83800391","Samadua, Aceh","0391","3.3356,97.1308","",""
"8381","Outlet Rengat","83810123","Rengat, Riau","0123","-0.3775,102.5458","",""
"8382","Outlet Air Molek","83820919","Air Molek, Riau","0919","-0.37,102.2922","",""
"8383","Outlet Peranap","83830352","Peranap, Riau","0352","-0.5449,101.9837","",""
"8384","Outlet Pangkalan Kasai","83840931","Pangkalan Kasai, Riau","0931","-0.5892,102.39","",""
"8385","Outlet Tiom","83850485","Tiom, Papua","0485","-3.9236,138.4547","",""
"8386","Outlet Karubaga","8386047","Karubaga, Papua","047","-3.6994,138.4579","",""
"8387","Outlet Kolaka","83870951","Kolaka, Sulawesi Tenggara","0951","-4.0597,121.6056","",""
"8388","Outlet Simbune","83880573","Simbune, Sulawesi Tenggara","0573","-4.0136,121.8762","",""
"8389","Outlet Suek","83890005","Suek, Aceh","0005","3.775,96.8178","",""
"8390","Outlet Susoh","8390008","Susoh, Aceh","008","3.7239,96.8216","",""
